ID,Date,Time,Product,Price_INR,Stock_In,Sold_Today,Weekly_Sold,Monthly_Sold,Stock_Left
2450,2025-07-19,05:15:00,Curd,33.29,130,26,226,1089,104
2451,2025-05-13,23:53:00,Biscuits,25.79,181,15,121,886,166
2452,2025-04-07,20:51:00,Sugar,41.65,68,58,197,694,10
2453,2025-02-03,07:38:00,Cheese,108.67,143,75,103,769,68
2454,2025-12-03,14:13:00,Eggs,6.54,185,28,43,479,157
2455,2025-02-22,18:05:00,Curd,39.53,278,63,262,617,215
2456,2025-03-07,09:29:00,Soap,43.33,228,70,259,816,158
2457,2025-01-08,14:58:00,Milk,49.2,33,1,156,285,32
2458,2025-10-11,15:07:00,Coffee,186.74,288,1,68,792,287
2459,2025-08-17,05:30:00,Soap,40.25,274,33,224,534,241
2460,2025-03-24,01:46:00,Chicken,270.48,21,19,198,436,2
2461,2025-09-09,11:39:00,Soap,41.72,88,7,31,369,81
2462,2025-02-18,17:51:00,Chicken,223.39,289,73,151,282,216
2463,2025-07-19,20:14:00,Apples,134.1,291,61,153,1031,230
2464,2025-04-06,10:48:00,Milk,59.76,119,21,234,994,98
2465,2025-05-28,12:38:00,Rice,65.13,95,9,75,557,86
2466,2025-08-18,03:21:00,Salt,22.1,67,32,276,333,35
2467,2025-03-31,02:33:00,Tea Powder,124.08,41,23,189,230,18
2468,2025-06-12,13:31:00,Coffee,204.1,239,55,262,1043,184
2469,2025-12-21,20:44:00,Curd,32.34,85,54,258,1144,31
2470,2025-01-30,02:12:00,Milk,58.17,48,33,264,492,15
2471,2025-09-24,23:25:00,Biscuits,28.03,65,3,106,283,62
2472,2025-02-19,22:20:00,Toothpaste,104.43,128,12,260,459,116
2473,2025-06-23,17:57:00,Eggs,6.9,46,27,162,745,19
2474,2025-10-26,03:36:00,Rice,57.49,268,54,254,848,214
2475,2025-05-25,06:33:00,Bread,44.31,168,5,39,306,163
2476,2025-01-04,17:50:00,Tea Powder,123.83,249,24,116,441,225
2477,2025-11-22,21:55:00,Sugar,48.0,290,17,126,193,273
2478,2025-06-09,21:41:00,Eggs,6.96,83,6,37,740,77
2479,2025-11-05,13:44:00,Biscuits,26.84,44,32,131,729,12
2480,2025-02-14,14:51:00,Bananas,53.48,113,2,189,672,111
2481,2025-04-24,09:25:00,Salt,23.96,235,79,230,1077,156
2482,2025-07-22,16:53:00,Soap,39.45,253,11,243,797,242
2483,2025-04-10,10:34:00,Tea Powder,131.51,216,72,140,310,144
2484,2025-03-12,14:18:00,Coffee,162.96,276,39,189,842,237
2485,2025-04-30,21:56:00,Eggs,6.63,114,28,108,927,86
2486,2025-10-21,19:25:00,Bread,41.64,48,26,190,926,22
2487,2025-11-20,05:09:00,Milk,51.97,80,58,258,705,22
2488,2025-10-30,01:11:00,Milk,56.54,178,71,317,1078,107
2489,2025-12-22,07:38:00,Sugar,42.98,205,31,266,818,174
2490,2025-01-13,06:53:00,Bread,44.19,165,0,234,606,165
2491,2025-03-22,18:09:00,Shampoo,163.21,242,43,55,637,199
2492,2025-10-05,15:37:00,Bread,43.63,298,18,134,830,280
2493,2025-03-06,03:50:00,Salt,22.83,213,44,153,818,169
2494,2025-05-29,05:00:00,Butter,60.35,238,12,189,1059,226
2495,2025-05-11,05:51:00,Bread,41.29,192,15,84,967,177
2496,2025-07-02,15:25:00,Eggs,7.25,143,75,283,1094,68
2497,2025-12-14,19:17:00,Tea Powder,126.78,40,1,219,407,39
2498,2025-06-03,01:00:00,Cooking Oil,148.77,283,55,213,633,228
2499,2025-02-13,01:03:00,Soap,35.31,218,64,120,216,154
2500,2025-05-13,07:52:00,Butter,61.07,33,3,250,337,30
2501,2025-12-27,15:03:00,Soap,40.01,162,10,90,754,152
2502,2025-02-20,06:54:00,Chicken,260.26,47,29,138,950,18
2503,2025-12-23,13:12:00,Rice,69.31,246,52,217,384,194
2504,2025-09-09,19:14:00,Curd,37.08,158,2,236,763,156
2505,2025-10-30,13:38:00,Toothpaste,89.27,103,7,194,673,96
2506,2025-10-03,14:48:00,Bread,44.63,86,76,116,488,10
2507,2025-03-05,04:47:00,Milk,58.14,262,49,290,358,213
2508,2025-02-15,22:49:00,Rice,67.85,31,25,269,825,6
2509,2025-06-29,17:04:00,Apples,159.96,121,25,146,403,96
2510,2025-04-01,21:59:00,Butter,56.76,107,25,118,548,82
2511,2025-11-16,06:34:00,Cheese,107.52,257,1,58,947,256
2512,2025-03-11,17:05:00,Rice,65.15,20,12,45,289,8
2513,2025-06-12,18:52:00,Shampoo,149.11,182,16,140,667,166
2514,2025-08-24,19:24:00,Apples,130.24,131,57,81,784,74
2515,2025-07-22,21:19:00,Apples,135.26,45,10,236,848,35
2516,2025-02-02,22:09:00,Coffee,200.89,170,65,81,938,105
2517,2025-10-22,16:17:00,Cheese,92.26,47,15,135,364,32
2518,2025-03-11,16:25:00,Salt,22.39,75,18,254,748,57
2519,2025-12-17,19:10:00,Cooking Oil,186.25,58,0,218,403,58
2520,2025-12-02,21:57:00,Butter,64.1,294,23,54,717,271
2521,2025-06-28,13:33:00,Eggs,7.93,234,21,172,751,213
2522,2025-12-02,17:50:00,Coffee,194.91,244,29,228,684,215
2523,2025-06-16,05:56:00,Sugar,41.79,283,22,166,883,261
2524,2025-10-07,03:01:00,Coffee,177.23,250,2,133,957,248
2525,2025-10-20,23:25:00,Bananas,58.86,80,58,185,921,22
2526,2025-10-03,05:55:00,Curd,39.71,140,51,188,1006,89
2527,2025-01-11,21:23:00,Bread,43.65,212,69,110,216,143
2528,2025-05-04,12:14:00,Rice,65.55,187,20,47,469,167
2529,2025-01-11,11:49:00,Biscuits,24.59,249,13,193,484,236
2530,2025-04-13,23:46:00,Soap,34.89,109,9,160,322,100
2531,2025-09-29,23:29:00,Coffee,195.97,40,35,191,758,5
2532,2025-06-10,21:27:00,Salt,23.23,297,36,241,820,261
2533,2025-04-19,10:08:00,Milk,58.4,39,21,230,284,18
2534,2025-06-07,05:42:00,Chicken,266.51,241,76,264,992,165
2535,2025-12-13,16:18:00,Salt,23.37,172,77,168,1054,95
2536,2025-12-16,23:35:00,Chicken,253.77,63,36,129,611,27
2537,2025-12-13,19:29:00,Apples,159.69,38,28,56,441,10
2538,2025-06-10,22:57:00,Rice,64.23,249,49,176,396,200
2539,2025-05-08,19:01:00,Apples,158.69,251,35,137,955,216
2540,2025-02-13,16:46:00,Butter,61.3,256,63,224,788,193
2541,2025-09-20,19:34:00,Cooking Oil,154.68,243,64,196,951,179
2542,2025-03-30,17:20:00,Bread,41.16,120,63,259,318,57
2543,2025-08-06,14:43:00,Apples,144.35,224,23,202,862,201
2544,2025-09-10,00:03:00,Sugar,48.32,35,23,221,640,12
2545,2025-08-15,21:43:00,Soap,38.54,39,1,178,325,38
2546,2025-07-11,04:57:00,Rice,64.2,195,47,120,397,148
2547,2025-12-24,18:25:00,Rice,62.94,221,25,65,446,196
2548,2025-07-21,03:11:00,Chicken,254.3,88,68,262,871,20
2549,2025-09-25,12:53:00,Salt,24.57,119,69,319,925,50
2550,2025-08-21,13:25:00,Cheese,89.41,60,43,222,577,17
2551,2025-12-31,05:48:00,Rice,61.04,267,22,260,631,245
2552,2025-04-25,19:36:00,Soap,35.83,133,28,120,682,105
2553,2025-09-10,22:06:00,Chicken,229.41,278,13,161,908,265
2554,2025-09-10,09:23:00,Soap,34.44,270,66,138,553,204
2555,2025-08-10,18:01:00,Apples,147.35,269,36,252,539,233
2556,2025-01-06,12:12:00,Sugar,43.95,81,65,281,891,16
2557,2025-03-19,14:58:00,Butter,59.18,267,21,38,261,246
2558,2025-08-17,01:37:00,Dal,84.39,39,5,224,616,34
2559,2025-09-27,15:19:00,Eggs,6.45,170,58,90,444,112
2560,2025-05-19,10:06:00,Coffee,171.75,108,46,209,448,62
2561,2025-11-22,04:46:00,Shampoo,161.16,288,12,77,914,276
2562,2025-11-02,17:54:00,Shampoo,142.0,28,19,92,978,9
2563,2025-03-16,19:18:00,Bread,45.5,64,4,207,589,60
2564,2025-11-09,01:24:00,Rice,65.34,82,75,214,718,7
2565,2025-02-11,09:38:00,Apples,151.64,87,61,67,365,26
2566,2025-03-30,22:15:00,Biscuits,27.78,289,71,295,1100,218
2567,2025-10-02,21:10:00,Biscuits,28.06,189,71,283,1131,118
2568,2025-10-12,09:03:00,Shampoo,165.14,279,53,260,1052,226
2569,2025-10-30,05:17:00,Toothpaste,89.67,105,17,148,891,88
2570,2025-12-15,15:21:00,Coffee,206.24,163,69,235,602,94
2571,2025-10-16,09:23:00,Bananas,60.45,182,78,156,358,104
2572,2025-03-30,07:19:00,Dal,100.28,80,10,222,951,70
2573,2025-08-16,04:01:00,Shampoo,135.43,23,1,16,195,22
2574,2025-09-12,15:40:00,Tea Powder,114.89,138,9,259,521,129
2575,2025-03-21,08:51:00,Bread,39.26,182,8,66,91,174
2576,2025-08-21,09:30:00,Coffee,163.52,124,54,201,976,70
2577,2025-03-10,20:18:00,Rice,60.5,286,67,229,641,219
2578,2025-12-02,06:09:00,Soap,38.95,133,54,173,845,79
2579,2025-07-20,03:41:00,Toothpaste,92.31,23,4,102,988,19
2580,2025-04-25,19:58:00,Dal,87.31,127,8,147,390,119
2581,2025-03-14,14:47:00,Rice,57.87,52,8,64,705,44
2582,2025-01-06,04:40:00,Bread,39.05,67,7,108,884,60
2583,2025-03-03,16:33:00,Milk,49.98,154,62,107,335,92
2584,2025-11-13,12:22:00,Apples,126.85,104,60,168,719,44
2585,2025-11-08,15:11:00,Butter,63.61,199,61,184,532,138
2586,2025-09-06,06:35:00,Salt,23.25,267,17,119,297,250
2587,2025-01-23,15:20:00,Bananas,51.46,66,65,279,1093,1
2588,2025-09-19,09:57:00,Toothpaste,97.93,143,13,118,192,130
2589,2025-05-05,08:45:00,Apples,141.38,81,60,109,193,21
2590,2025-05-28,03:12:00,Toothpaste,92.99,131,72,244,860,59
2591,2025-01-21,07:20:00,Rice,58.62,99,73,322,922,26
2592,2025-05-27,11:47:00,Chicken,240.72,107,12,204,661,95
2593,2025-02-21,18:40:00,Coffee,175.64,93,30,264,454,63
2594,2025-09-06,14:44:00,Coffee,205.39,296,26,112,701,270
2595,2025-07-02,10:26:00,Tea Powder,111.66,257,63,124,309,194
2596,2025-07-18,04:15:00,Soap,43.15,190,33,259,538,157
2597,2025-12-07,09:39:00,Bananas,59.34,79,23,256,733,56
2598,2025-10-27,21:00:00,Chicken,227.21,109,56,78,263,53
2599,2025-08-15,08:15:00,Curd,37.33,259,67,305,834,192
2600,2025-05-27,14:31:00,Cheese,102.31,187,17,170,761,170
2601,2025-06-16,05:08:00,Dal,82.48,70,17,225,618,53
2602,2025-02-07,09:35:00,Soap,35.99,39,2,74,873,37
2603,2025-12-01,02:38:00,Apples,154.38,258,66,199,737,192
2604,2025-10-27,14:22:00,Bananas,58.9,210,65,161,370,145
2605,2025-09-27,12:59:00,Sugar,41.18,40,12,21,325,28
2606,2025-06-11,15:59:00,Tea Powder,119.64,61,52,203,1098,9
2607,2025-08-08,06:07:00,Bananas,55.83,197,20,269,504,177
2608,2025-03-06,05:01:00,Bananas,60.21,105,75,271,647,30
2609,2025-03-05,11:19:00,Milk,49.38,161,65,119,197,96
2610,2025-05-15,08:58:00,Chicken,216.29,232,60,86,321,172
2611,2025-12-08,13:05:00,Bananas,57.87,78,18,124,193,60
2612,2025-04-14,22:07:00,Bread,38.07,80,58,167,664,22
2613,2025-02-06,20:07:00,Bread,42.06,65,14,47,458,51
2614,2025-03-13,16:08:00,Soap,42.88,41,7,170,928,34
2615,2025-11-02,03:08:00,Curd,37.83,290,56,299,573,234
2616,2025-05-27,11:02:00,Eggs,6.81,118,55,157,522,63
2617,2025-01-10,11:42:00,Eggs,6.61,174,66,97,270,108
2618,2025-05-01,13:06:00,Tea Powder,110.7,31,25,190,747,6
2619,2025-08-19,11:55:00,Bread,36.09,187,17,60,690,170
2620,2025-09-14,17:08:00,Tea Powder,108.51,119,46,140,898,73
2621,2025-02-15,09:51:00,Soap,41.25,20,6,194,896,14
2622,2025-08-25,00:08:00,Bananas,60.21,274,2,205,324,272
2623,2025-11-07,01:07:00,Sugar,42.1,117,54,298,685,63
2624,2025-08-12,07:34:00,Apples,138.83,177,16,75,961,161
2625,2025-06-27,09:04:00,Milk,58.35,99,3,44,557,96
2626,2025-10-16,17:07:00,Curd,34.67,102,61,125,715,41
2627,2025-07-10,01:03:00,Cooking Oil,155.36,51,28,217,975,23
2628,2025-10-22,17:27:00,Butter,64.7,31,26,89,242,5
2629,2025-07-12,10:33:00,Bread,42.5,74,43,129,416,31
2630,2025-01-06,12:14:00,Rice,66.67,166,4,72,152,162
2631,2025-01-12,20:39:00,Cheese,94.13,227,63,212,1018,164
2632,2025-09-09,22:27:00,Toothpaste,103.34,177,79,100,499,98
2633,2025-08-26,22:23:00,Toothpaste,89.36,108,31,100,611,77
2634,2025-04-04,18:53:00,Cheese,104.74,256,55,60,193,201
2635,2025-02-10,21:49:00,Curd,32.54,283,15,29,261,268
2636,2025-10-09,23:35:00,Milk,49.79,250,51,126,927,199
2637,2025-12-01,03:10:00,Butter,58.35,41,34,42,591,7
2638,2025-09-08,08:28:00,Cheese,88.05,35,6,98,839,29
2639,2025-11-13,17:05:00,Curd,33.21,41,26,146,270,15
2640,2025-02-07,02:29:00,Sugar,48.52,190,10,27,879,180
2641,2025-09-04,20:33:00,Tea Powder,136.62,271,38,94,934,233
2642,2025-04-30,18:07:00,Soap,40.89,32,1,150,615,31
2643,2025-08-27,12:34:00,Rice,69.12,201,57,171,911,144
2644,2025-06-23,13:31:00,Shampoo,131.58,81,71,77,438,10
2645,2025-05-18,02:38:00,Eggs,7.0,245,32,251,718,213
2646,2025-10-26,12:52:00,Soap,35.61,200,74,95,652,126
2647,2025-04-05,16:44:00,Sugar,50.1,29,1,20,312,28
2648,2025-10-11,12:27:00,Soap,35.15,189,80,235,280,109
2649,2025-03-21,20:03:00,Butter,58.68,268,59,95,373,209
2650,2025-01-14,17:47:00,Curd,37.23,140,69,270,855,71
2651,2025-07-04,08:36:00,Butter,52.24,147,8,94,917,139
2652,2025-01-30,04:16:00,Rice,65.26,276,4,215,838,272
2653,2025-12-06,13:59:00,Tea Powder,135.38,290,63,231,480,227
2654,2025-05-16,22:29:00,Butter,60.76,81,53,155,792,28
2655,2025-07-20,02:06:00,Apples,140.38,215,12,55,296,203
2656,2025-07-16,00:03:00,Cooking Oil,168.51,156,31,95,965,125
2657,2025-08-09,08:27:00,Rice,58.64,283,75,232,548,208
2658,2025-03-20,02:39:00,Bananas,55.63,27,2,189,1051,25
2659,2025-04-24,01:56:00,Salt,22.17,91,3,62,560,88
2660,2025-12-19,07:29:00,Curd,38.67,296,21,53,164,275
2661,2025-02-07,19:53:00,Shampoo,136.24,34,16,45,935,18
2662,2025-02-27,11:15:00,Apples,138.93,282,76,210,1028,206
2663,2025-11-03,13:57:00,Bananas,51.52,77,10,128,170,67
2664,2025-12-11,03:40:00,Apples,146.57,168,65,77,931,103
2665,2025-09-30,17:57:00,Butter,55.97,293,17,63,859,276
2666,2025-11-05,09:56:00,Cheese,106.48,287,65,258,516,222
2667,2025-10-28,22:32:00,Bananas,54.64,25,17,66,149,8
2668,2025-06-27,11:34:00,Milk,47.41,262,40,166,868,222
2669,2025-05-04,02:53:00,Butter,54.94,63,38,195,627,25
2670,2025-02-27,16:59:00,Butter,54.49,275,75,149,979,200
2671,2025-10-17,10:35:00,Rice,69.81,97,59,249,1039,38
2672,2025-11-23,01:42:00,Soap,40.24,156,5,160,543,151
2673,2025-03-22,19:16:00,Sugar,50.68,65,54,87,470,11
2674,2025-01-31,09:31:00,Shampoo,163.11,147,22,151,461,125
2675,2025-06-03,08:21:00,Apples,151.3,201,13,217,708,188
2676,2025-09-30,03:11:00,Bananas,53.53,43,38,280,731,5
2677,2025-09-15,05:24:00,Tea Powder,124.4,155,78,192,238,77
2678,2025-11-06,14:32:00,Salt,21.52,53,28,35,211,25
2679,2025-08-20,02:06:00,Apples,139.51,101,45,198,996,56
2680,2025-10-05,22:17:00,Sugar,46.6,84,0,133,740,84
2681,2025-07-01,20:34:00,Sugar,45.0,276,29,191,253,247
2682,2025-04-05,04:16:00,Shampoo,144.83,97,67,185,821,30
2683,2025-02-16,20:27:00,Bananas,49.8,52,5,86,181,47
2684,2025-03-19,10:37:00,Eggs,7.87,147,45,219,1012,102
2685,2025-04-22,18:52:00,Chicken,268.39,228,13,77,315,215
2686,2025-10-06,14:57:00,Cooking Oil,148.52,115,31,47,327,84
2687,2025-12-16,04:06:00,Coffee,180.03,31,10,107,412,21
2688,2025-12-05,15:09:00,Tea Powder,115.87,69,54,140,825,15
2689,2025-05-13,06:44:00,Curd,34.03,34,26,133,1018,8
2690,2025-11-18,05:48:00,Butter,62.93,53,49,186,335,4
2691,2025-01-29,21:34:00,Salt,22.78,21,12,135,1008,9
2692,2025-04-10,15:06:00,Apples,135.5,246,34,144,693,212
2693,2025-06-04,22:53:00,Cheese,93.25,114,50,215,620,64
2694,2025-10-16,13:39:00,Salt,23.45,147,74,180,913,73
2695,2025-10-28,22:19:00,Chicken,271.82,215,72,156,881,143
2696,2025-08-12,18:21:00,Butter,60.73,180,6,39,186,174
2697,2025-04-03,08:46:00,Chicken,251.95,112,7,228,951,105
2698,2025-09-04,23:15:00,Cooking Oil,177.25,215,5,99,235,210
2699,2025-11-21,05:05:00,Butter,58.33,51,14,232,862,37
2700,2025-09-27,21:13:00,Apples,140.74,147,52,238,921,95
2701,2025-03-10,14:32:00,Bread,41.79,187,47,205,282,140
2702,2025-11-28,18:00:00,Soap,34.67,174,17,98,661,157
2703,2025-06-21,03:11:00,Bananas,50.15,212,48,227,527,164
2704,2025-10-25,05:27:00,Apples,143.41,45,20,227,693,25
2705,2025-04-21,19:00:00,Salt,24.31,179,40,153,545,139
2706,2025-10-30,19:21:00,Cooking Oil,170.67,34,28,233,568,6
2707,2025-06-01,00:12:00,Coffee,197.16,34,27,65,333,7
2708,2025-06-26,12:51:00,Biscuits,25.03,215,16,239,907,199
2709,2025-10-14,04:21:00,Rice,66.66,47,6,112,779,41
2710,2025-08-26,05:14:00,Coffee,203.64,24,22,265,976,2
2711,2025-04-20,17:54:00,Shampoo,137.27,109,19,99,304,90
2712,2025-10-20,15:56:00,Toothpaste,93.8,262,39,146,303,223
2713,2025-02-16,07:24:00,Coffee,163.25,60,11,87,833,49
2714,2025-03-05,08:23:00,Cheese,107.13,277,32,173,1009,245
2715,2025-09-23,09:03:00,Dal,79.33,294,1,33,538,293
2716,2025-12-19,18:25:00,Bananas,56.12,273,71,108,328,202
2717,2025-04-29,08:36:00,Butter,60.84,203,56,299,1123,147
2718,2025-07-06,20:28:00,Milk,48.55,229,33,256,444,196
2719,2025-02-22,07:09:00,Shampoo,156.98,104,6,63,624,98
2720,2025-06-06,12:47:00,Salt,23.98,265,43,106,566,222
2721,2025-09-21,18:55:00,Biscuits,27.2,44,29,175,553,15
2722,2025-09-09,21:16:00,Rice,70.49,109,39,76,222,70
2723,2025-06-09,02:32:00,Apples,137.35,149,46,255,1045,103
2724,2025-02-02,12:02:00,Salt,23.52,239,32,115,803,207
2725,2025-07-15,00:41:00,Biscuits,25.42,94,25,246,344,69
2726,2025-04-06,20:12:00,Cheese,89.16,249,36,238,808,213
2727,2025-12-02,16:43:00,Chicken,272.41,63,57,174,986,6
2728,2025-05-22,03:15:00,Soap,40.51,105,62,110,161,43
2729,2025-09-17,09:43:00,Eggs,6.6,57,57,183,565,0
2730,2025-02-11,19:51:00,Milk,57.81,218,31,247,309,187
2731,2025-08-13,21:45:00,Salt,23.29,36,24,184,1015,12
2732,2025-08-11,04:46:00,Sugar,46.63,94,34,198,452,60
2733,2025-06-07,00:56:00,Coffee,175.75,38,6,142,232,32
2734,2025-10-29,01:30:00,Soap,39.0,283,8,228,683,275
2735,2025-04-28,22:17:00,Biscuits,24.09,204,33,105,562,171
2736,2025-12-30,07:13:00,Curd,38.67,205,8,134,771,197
2737,2025-05-29,18:28:00,Chicken,258.27,74,1,170,892,73
2738,2025-06-14,19:41:00,Coffee,188.81,95,68,189,723,27
2739,2025-06-24,17:55:00,Dal,91.06,217,79,229,842,138
2740,2025-12-27,13:32:00,Shampoo,158.64,51,19,104,616,32
2741,2025-04-02,00:53:00,Bananas,56.09,160,57,236,396,103
2742,2025-09-15,14:14:00,Salt,20.0,65,48,234,512,17
2743,2025-07-03,03:08:00,Rice,69.82,135,75,195,381,60
2744,2025-06-11,01:15:00,Dal,91.7,72,19,52,733,53
2745,2025-12-08,15:01:00,Apples,139.72,100,72,130,326,28
2746,2025-12-18,16:59:00,Dal,80.29,128,21,63,207,107
2747,2025-03-22,04:00:00,Curd,33.12,109,0,9,93,109
2748,2025-09-21,19:29:00,Dal,88.75,78,5,242,292,73
2749,2025-11-25,14:45:00,Dal,87.7,25,17,43,900,8
2750,2025-05-10,14:23:00,Tea Powder,119.51,67,36,56,817,31
2751,2025-07-17,20:59:00,Sugar,44.09,144,10,165,707,134
2752,2025-11-26,18:17:00,Curd,35.18,90,24,109,445,66
2753,2025-08-05,07:53:00,Shampoo,155.02,70,4,9,232,66
2754,2025-11-09,08:53:00,Milk,56.57,113,0,99,955,113
2755,2025-08-14,05:47:00,Salt,23.04,244,9,98,138,235
2756,2025-10-25,21:27:00,Curd,40.01,219,54,127,241,165
2757,2025-01-10,05:57:00,Butter,61.59,209,38,265,373,171
2758,2025-06-03,19:18:00,Butter,52.22,248,69,156,278,179
2759,2025-07-03,21:49:00,Soap,40.08,41,33,195,230,8
2760,2025-05-14,05:27:00,Biscuits,25.12,123,37,183,347,86
2761,2026-01-01,01:46:00,Soap,39.59,227,20,124,765,207
2762,2025-01-11,20:33:00,Toothpaste,88.18,241,71,218,770,170
2763,2025-03-23,02:30:00,Bananas,56.78,268,78,101,493,190
2764,2025-09-11,14:51:00,Milk,54.49,112,46,167,1051,66
2765,2025-11-07,14:57:00,Butter,57.67,141,16,26,135,125
2766,2025-10-22,23:56:00,Bread,43.02,203,58,280,946,145
2767,2025-05-08,20:24:00,Dal,79.52,60,35,258,283,25
2768,2025-09-09,22:59:00,Bananas,51.41,57,50,173,562,7
2769,2025-12-15,19:20:00,Coffee,205.72,80,58,187,674,22
2770,2025-03-03,22:42:00,Tea Powder,130.44,269,37,140,776,232
2771,2025-02-21,06:06:00,Rice,64.2,94,35,63,706,59
2772,2025-10-03,07:08:00,Bananas,55.49,110,20,61,698,90
2773,2025-08-17,12:32:00,Cooking Oil,172.74,250,6,218,962,244
2774,2025-09-08,11:17:00,Salt,24.84,73,70,163,880,3
2775,2025-09-12,20:31:00,Tea Powder,133.0,43,20,136,954,23
2776,2025-03-28,15:00:00,Dal,97.79,92,16,237,632,76
2777,2025-01-01,08:45:00,Cooking Oil,172.2,45,4,170,598,41
2778,2025-08-22,22:26:00,Sugar,43.59,47,29,77,313,18
2779,2025-07-10,10:54:00,Bread,44.65,110,64,110,703,46
2780,2025-08-13,07:56:00,Chicken,259.27,163,0,19,130,163
2781,2025-12-22,10:41:00,Cooking Oil,187.49,284,23,69,794,261
2782,2025-11-06,07:15:00,Salt,20.3,234,9,113,688,225
2783,2025-01-05,14:30:00,Biscuits,22.91,199,71,240,974,128
2784,2025-03-04,18:07:00,Curd,36.53,20,19,69,953,1
2785,2025-03-16,21:52:00,Toothpaste,97.91,181,23,137,239,158
2786,2025-09-05,22:14:00,Curd,39.79,245,6,221,824,239
2787,2025-05-17,14:02:00,Bread,36.33,56,51,166,793,5
2788,2025-01-11,08:00:00,Coffee,205.06,151,11,240,776,140
2789,2025-08-02,12:35:00,Bananas,59.28,170,29,241,922,141
2790,2025-12-23,14:29:00,Bread,40.13,129,52,145,299,77
2791,2025-06-25,20:17:00,Chicken,273.39,79,52,271,1041,27
2792,2025-12-18,16:59:00,Butter,54.25,262,25,236,574,237
2793,2025-02-26,18:13:00,Apples,157.56,56,2,73,433,54
2794,2025-04-16,06:22:00,Curd,38.28,226,28,208,415,198
2795,2025-11-17,00:57:00,Butter,56.5,204,56,126,682,148
2796,2025-08-19,15:55:00,Sugar,50.83,235,67,87,522,168
2797,2025-10-25,13:02:00,Salt,23.9,249,24,179,760,225
2798,2025-06-21,22:57:00,Sugar,43.87,297,64,118,698,233
2799,2025-05-02,01:20:00,Tea Powder,132.01,215,80,302,627,135
2800,2025-04-05,11:34:00,Soap,34.65,191,6,125,980,185
2801,2025-07-09,05:45:00,Toothpaste,83.95,204,57,220,583,147
2802,2025-02-24,23:23:00,Biscuits,28.51,101,26,175,382,75
2803,2025-01-24,13:34:00,Milk,58.98,186,13,28,553,173
2804,2025-01-20,03:42:00,Tea Powder,137.7,72,29,59,164,43
2805,2025-11-13,04:49:00,Cheese,97.55,218,12,170,893,206
2806,2025-04-08,11:21:00,Milk,57.27,247,49,67,790,198
2807,2025-04-26,03:40:00,Rice,56.17,209,29,114,971,180
2808,2025-02-27,02:43:00,Salt,20.77,20,2,177,335,18
2809,2025-10-27,03:57:00,Rice,60.66,202,7,14,195,195
2810,2025-02-04,23:05:00,Shampoo,142.08,192,27,252,1008,165
2811,2025-08-26,05:51:00,Rice,65.95,152,56,223,875,96
2812,2025-01-23,04:28:00,Coffee,174.71,272,12,212,685,260
2813,2025-03-30,11:29:00,Eggs,7.34,45,22,208,988,23
2814,2025-09-08,07:41:00,Bananas,49.89,138,8,25,54,130
2815,2025-07-16,20:43:00,Soap,40.11,175,1,58,784,174
2816,2025-03-23,05:00:00,Bananas,53.31,84,4,233,472,80
2817,2025-02-01,11:32:00,Shampoo,152.67,165,8,31,606,157
2818,2025-03-06,08:14:00,Tea Powder,137.71,192,78,240,438,114
2819,2025-09-03,12:22:00,Apples,152.6,144,47,227,827,97
2820,2025-04-11,08:02:00,Coffee,178.26,56,2,22,459,54
2821,2025-01-10,05:41:00,Cooking Oil,149.29,239,70,90,185,169
2822,2025-09-22,10:45:00,Apples,141.37,154,5,209,941,149
2823,2025-11-24,07:32:00,Sugar,43.5,84,27,201,419,57
2824,2025-07-17,14:19:00,Bananas,57.49,211,28,38,60,183
2825,2025-12-02,08:29:00,Soap,37.78,100,42,130,158,58
2826,2025-04-21,00:40:00,Eggs,6.91,25,2,133,370,23
2827,2025-08-03,01:16:00,Soap,35.44,220,23,101,229,197
2828,2025-06-24,06:11:00,Toothpaste,96.19,115,73,257,1074,42
2829,2025-05-30,17:50:00,Bread,38.21,189,12,34,69,177
2830,2025-01-28,12:41:00,Curd,39.33,235,5,101,371,230
2831,2025-10-10,23:32:00,Milk,50.09,27,4,235,374,23
2832,2025-09-20,11:25:00,Butter,58.64,89,78,320,346,11
2833,2025-08-17,16:59:00,Tea Powder,135.36,191,72,219,1047,119
2834,2025-11-05,07:20:00,Apples,156.0,115,11,59,686,104
2835,2025-10-17,10:19:00,Bananas,51.8,43,14,263,1146,29
2836,2025-10-14,10:42:00,Sugar,49.55,111,1,232,962,110
2837,2025-11-09,16:23:00,Bread,39.54,115,9,79,572,106
2838,2025-01-18,04:44:00,Toothpaste,96.5,20,14,48,161,6
2839,2025-04-21,23:14:00,Biscuits,26.96,23,5,58,519,18
2840,2025-03-09,21:41:00,Rice,68.13,107,8,103,660,99
2841,2025-12-23,20:36:00,Cheese,107.11,22,21,119,718,1
2842,2025-10-24,10:06:00,Cheese,103.85,277,55,114,682,222
2843,2025-08-16,04:35:00,Biscuits,25.94,180,72,268,762,108
2844,2025-04-25,15:45:00,Cooking Oil,176.99,215,71,208,273,144
2845,2025-08-21,05:58:00,Curd,33.57,293,77,301,542,216
2846,2025-09-14,15:38:00,Butter,65.87,280,74,201,397,206
2847,2025-07-08,19:21:00,Dal,100.35,179,6,179,297,173
2848,2025-04-05,14:10:00,Dal,95.09,264,20,25,100,244
